"period","respondent","respondent.name","type.name","value","value.units","date","hour","year","month","dayofweek","BGE_Rebate"
"2020-11-08T02","PJM","PJM Interconnection, LLC","Demand",75077,"megawatthours",2020-11-08,2,2020,11,"Sunday",0
"2020-11-08T01","PJM","PJM Interconnection, LLC","Demand",77285,"megawatthours",2020-11-08,1,2020,11,"Sunday",0
"2020-11-08T00","PJM","PJM Interconnection, LLC","Demand",78962,"megawatthours",2020-11-08,0,2020,11,"Sunday",0
"2020-11-09T23","PJM","PJM Interconnection, LLC","Demand",89013,"megawatthours",2020-11-09,23,2020,11,"Monday",0
"2020-11-09T22","PJM","PJM Interconnection, LLC","Demand",86205,"megawatthours",2020-11-09,22,2020,11,"Monday",0
"2020-11-09T21","PJM","PJM Interconnection, LLC","Demand",85862,"megawatthours",2020-11-09,21,2020,11,"Monday",0
"2020-11-09T20","PJM","PJM Interconnection, LLC","Demand",85573,"megawatthours",2020-11-09,20,2020,11,"Monday",0
"2020-11-09T19","PJM","PJM Interconnection, LLC","Demand",85019,"megawatthours",2020-11-09,19,2020,11,"Monday",0
"2020-11-09T18","PJM","PJM Interconnection, LLC","Demand",83817,"megawatthours",2020-11-09,18,2020,11,"Monday",0
"2020-11-09T17","PJM","PJM Interconnection, LLC","Demand",82927,"megawatthours",2020-11-09,17,2020,11,"Monday",0
"2020-11-09T16","PJM","PJM Interconnection, LLC","Demand",81999,"megawatthours",2020-11-09,16,2020,11,"Monday",0
"2020-11-09T15","PJM","PJM Interconnection, LLC","Demand",81528,"megawatthours",2020-11-09,15,2020,11,"Monday",0
"2020-11-09T14","PJM","PJM Interconnection, LLC","Demand",80867,"megawatthours",2020-11-09,14,2020,11,"Monday",0
"2020-11-09T13","PJM","PJM Interconnection, LLC","Demand",79254,"megawatthours",2020-11-09,13,2020,11,"Monday",0
"2020-11-09T12","PJM","PJM Interconnection, LLC","Demand",74676,"megawatthours",2020-11-09,12,2020,11,"Monday",0
"2020-11-09T11","PJM","PJM Interconnection, LLC","Demand",68141,"megawatthours",2020-11-09,11,2020,11,"Monday",0
"2020-11-09T10","PJM","PJM Interconnection, LLC","Demand",65084,"megawatthours",2020-11-09,10,2020,11,"Monday",0
"2020-11-09T09","PJM","PJM Interconnection, LLC","Demand",63914,"megawatthours",2020-11-09,9,2020,11,"Monday",0
"2020-11-09T08","PJM","PJM Interconnection, LLC","Demand",63598,"megawatthours",2020-11-09,8,2020,11,"Monday",0
"2020-11-09T07","PJM","PJM Interconnection, LLC","Demand",63919,"megawatthours",2020-11-09,7,2020,11,"Monday",0
"2020-11-09T06","PJM","PJM Interconnection, LLC","Demand",65158,"megawatthours",2020-11-09,6,2020,11,"Monday",0
"2020-11-09T05","PJM","PJM Interconnection, LLC","Demand",67346,"megawatthours",2020-11-09,5,2020,11,"Monday",0
"2020-11-09T04","PJM","PJM Interconnection, LLC","Demand",70121,"megawatthours",2020-11-09,4,2020,11,"Monday",0
"2020-11-09T03","PJM","PJM Interconnection, LLC","Demand",73587,"megawatthours",2020-11-09,3,2020,11,"Monday",0
"2020-11-09T02","PJM","PJM Interconnection, LLC","Demand",76911,"megawatthours",2020-11-09,2,2020,11,"Monday",0
"2020-11-09T01","PJM","PJM Interconnection, LLC","Demand",79179,"megawatthours",2020-11-09,1,2020,11,"Monday",0
"2020-11-09T00","PJM","PJM Interconnection, LLC","Demand",80919,"megawatthours",2020-11-09,0,2020,11,"Monday",0
"2020-11-10T23","PJM","PJM Interconnection, LLC","Demand",90230,"megawatthours",2020-11-10,23,2020,11,"Tuesday",0
"2020-11-10T22","PJM","PJM Interconnection, LLC","Demand",87203,"megawatthours",2020-11-10,22,2020,11,"Tuesday",0
"2020-11-10T21","PJM","PJM Interconnection, LLC","Demand",86977,"megawatthours",2020-11-10,21,2020,11,"Tuesday",0
"2020-11-10T20","PJM","PJM Interconnection, LLC","Demand",86899,"megawatthours",2020-11-10,20,2020,11,"Tuesday",0
"2020-11-10T19","PJM","PJM Interconnection, LLC","Demand",86561,"megawatthours",2020-11-10,19,2020,11,"Tuesday",0
"2020-11-10T18","PJM","PJM Interconnection, LLC","Demand",85405,"megawatthours",2020-11-10,18,2020,11,"Tuesday",0
"2020-11-10T17","PJM","PJM Interconnection, LLC","Demand",83745,"megawatthours",2020-11-10,17,2020,11,"Tuesday",0
"2020-11-10T16","PJM","PJM Interconnection, LLC","Demand",82201,"megawatthours",2020-11-10,16,2020,11,"Tuesday",0
"2020-11-10T15","PJM","PJM Interconnection, LLC","Demand",81025,"megawatthours",2020-11-10,15,2020,11,"Tuesday",0
"2020-11-10T14","PJM","PJM Interconnection, LLC","Demand",80277,"megawatthours",2020-11-10,14,2020,11,"Tuesday",0
"2020-11-10T13","PJM","PJM Interconnection, LLC","Demand",78555,"megawatthours",2020-11-10,13,2020,11,"Tuesday",0
"2020-11-10T12","PJM","PJM Interconnection, LLC","Demand",74622,"megawatthours",2020-11-10,12,2020,11,"Tuesday",0
"2020-11-10T11","PJM","PJM Interconnection, LLC","Demand",69633,"megawatthours",2020-11-10,11,2020,11,"Tuesday",0
"2020-11-10T10","PJM","PJM Interconnection, LLC","Demand",66218,"megawatthours",2020-11-10,10,2020,11,"Tuesday",0
"2020-11-10T09","PJM","PJM Interconnection, LLC","Demand",65896,"megawatthours",2020-11-10,9,2020,11,"Tuesday",0
"2020-11-10T08","PJM","PJM Interconnection, LLC","Demand",66354,"megawatthours",2020-11-10,8,2020,11,"Tuesday",0
"2020-11-10T07","PJM","PJM Interconnection, LLC","Demand",67489,"megawatthours",2020-11-10,7,2020,11,"Tuesday",0
"2020-11-10T06","PJM","PJM Interconnection, LLC","Demand",69524,"megawatthours",2020-11-10,6,2020,11,"Tuesday",0
"2020-11-10T05","PJM","PJM Interconnection, LLC","Demand",72259,"megawatthours",2020-11-10,5,2020,11,"Tuesday",0
"2020-11-10T04","PJM","PJM Interconnection, LLC","Demand",75164,"megawatthours",2020-11-10,4,2020,11,"Tuesday",0
"2020-11-10T03","PJM","PJM Interconnection, LLC","Demand",79760,"megawatthours",2020-11-10,3,2020,11,"Tuesday",0
"2020-11-10T02","PJM","PJM Interconnection, LLC","Demand",83822,"megawatthours",2020-11-10,2,2020,11,"Tuesday",0
"2020-11-10T01","PJM","PJM Interconnection, LLC","Demand",86863,"megawatthours",2020-11-10,1,2020,11,"Tuesday",0
"2020-11-10T00","PJM","PJM Interconnection, LLC","Demand",89615,"megawatthours",2020-11-10,0,2020,11,"Tuesday",0
"2020-11-11T23","PJM","PJM Interconnection, LLC","Demand",89929,"megawatthours",2020-11-11,23,2020,11,"Wednesday",0
"2020-11-11T22","PJM","PJM Interconnection, LLC","Demand",86793,"megawatthours",2020-11-11,22,2020,11,"Wednesday",0
"2020-11-11T21","PJM","PJM Interconnection, LLC","Demand",85896,"megawatthours",2020-11-11,21,2020,11,"Wednesday",0
"2020-11-11T20","PJM","PJM Interconnection, LLC","Demand",86280,"megawatthours",2020-11-11,20,2020,11,"Wednesday",0
"2020-11-11T19","PJM","PJM Interconnection, LLC","Demand",86754,"megawatthours",2020-11-11,19,2020,11,"Wednesday",0
"2020-11-11T18","PJM","PJM Interconnection, LLC","Demand",86706,"megawatthours",2020-11-11,18,2020,11,"Wednesday",0
"2020-11-11T17","PJM","PJM Interconnection, LLC","Demand",86181,"megawatthours",2020-11-11,17,2020,11,"Wednesday",0
"2020-11-11T16","PJM","PJM Interconnection, LLC","Demand",85286,"megawatthours",2020-11-11,16,2020,11,"Wednesday",0
"2020-11-11T15","PJM","PJM Interconnection, LLC","Demand",83636,"megawatthours",2020-11-11,15,2020,11,"Wednesday",0
"2020-11-11T14","PJM","PJM Interconnection, LLC","Demand",81482,"megawatthours",2020-11-11,14,2020,11,"Wednesday",0
"2020-11-11T13","PJM","PJM Interconnection, LLC","Demand",78062,"megawatthours",2020-11-11,13,2020,11,"Wednesday",0
"2020-11-11T12","PJM","PJM Interconnection, LLC","Demand",73769,"megawatthours",2020-11-11,12,2020,11,"Wednesday",0
"2020-11-11T11","PJM","PJM Interconnection, LLC","Demand",69226,"megawatthours",2020-11-11,11,2020,11,"Wednesday",0
"2020-11-11T10","PJM","PJM Interconnection, LLC","Demand",66941,"megawatthours",2020-11-11,10,2020,11,"Wednesday",0
"2020-11-11T09","PJM","PJM Interconnection, LLC","Demand",66532,"megawatthours",2020-11-11,9,2020,11,"Wednesday",0
"2020-11-11T08","PJM","PJM Interconnection, LLC","Demand",66921,"megawatthours",2020-11-11,8,2020,11,"Wednesday",0
"2020-11-11T07","PJM","PJM Interconnection, LLC","Demand",67786,"megawatthours",2020-11-11,7,2020,11,"Wednesday",0
"2020-11-11T06","PJM","PJM Interconnection, LLC","Demand",69843,"megawatthours",2020-11-11,6,2020,11,"Wednesday",0
"2020-11-11T05","PJM","PJM Interconnection, LLC","Demand",72862,"megawatthours",2020-11-11,5,2020,11,"Wednesday",0
"2020-11-11T04","PJM","PJM Interconnection, LLC","Demand",76721,"megawatthours",2020-11-11,4,2020,11,"Wednesday",0
"2020-11-11T03","PJM","PJM Interconnection, LLC","Demand",80670,"megawatthours",2020-11-11,3,2020,11,"Wednesday",0
"2020-11-11T02","PJM","PJM Interconnection, LLC","Demand",84700,"megawatthours",2020-11-11,2,2020,11,"Wednesday",0
"2020-11-11T01","PJM","PJM Interconnection, LLC","Demand",87944,"megawatthours",2020-11-11,1,2020,11,"Wednesday",0
"2020-11-11T00","PJM","PJM Interconnection, LLC","Demand",90529,"megawatthours",2020-11-11,0,2020,11,"Wednesday",0
"2020-11-12T23","PJM","PJM Interconnection, LLC","Demand",88742,"megawatthours",2020-11-12,23,2020,11,"Thursday",0
"2020-11-12T22","PJM","PJM Interconnection, LLC","Demand",85129,"megawatthours",2020-11-12,22,2020,11,"Thursday",0
"2020-11-12T21","PJM","PJM Interconnection, LLC","Demand",83866,"megawatthours",2020-11-12,21,2020,11,"Thursday",0
"2020-11-12T20","PJM","PJM Interconnection, LLC","Demand",84215,"megawatthours",2020-11-12,20,2020,11,"Thursday",0
"2020-11-12T19","PJM","PJM Interconnection, LLC","Demand",85176,"megawatthours",2020-11-12,19,2020,11,"Thursday",0
"2020-11-12T18","PJM","PJM Interconnection, LLC","Demand",85821,"megawatthours",2020-11-12,18,2020,11,"Thursday",0
"2020-11-12T17","PJM","PJM Interconnection, LLC","Demand",86064,"megawatthours",2020-11-12,17,2020,11,"Thursday",0
"2020-11-12T16","PJM","PJM Interconnection, LLC","Demand",86165,"megawatthours",2020-11-12,16,2020,11,"Thursday",0
"2020-11-12T15","PJM","PJM Interconnection, LLC","Demand",85951,"megawatthours",2020-11-12,15,2020,11,"Thursday",0
"2020-11-12T14","PJM","PJM Interconnection, LLC","Demand",85344,"megawatthours",2020-11-12,14,2020,11,"Thursday",0
"2020-11-12T13","PJM","PJM Interconnection, LLC","Demand",83171,"megawatthours",2020-11-12,13,2020,11,"Thursday",0
"2020-11-12T12","PJM","PJM Interconnection, LLC","Demand",78103,"megawatthours",2020-11-12,12,2020,11,"Thursday",0
"2020-11-12T11","PJM","PJM Interconnection, LLC","Demand",72639,"megawatthours",2020-11-12,11,2020,11,"Thursday",0
"2020-11-12T10","PJM","PJM Interconnection, LLC","Demand",70372,"megawatthours",2020-11-12,10,2020,11,"Thursday",0
"2020-11-12T09","PJM","PJM Interconnection, LLC","Demand",70063,"megawatthours",2020-11-12,9,2020,11,"Thursday",0
"2020-11-12T08","PJM","PJM Interconnection, LLC","Demand",70377,"megawatthours",2020-11-12,8,2020,11,"Thursday",0
"2020-11-12T07","PJM","PJM Interconnection, LLC","Demand",71125,"megawatthours",2020-11-12,7,2020,11,"Thursday",0
"2020-11-12T06","PJM","PJM Interconnection, LLC","Demand",73007,"megawatthours",2020-11-12,6,2020,11,"Thursday",0
"2020-11-12T05","PJM","PJM Interconnection, LLC","Demand",75784,"megawatthours",2020-11-12,5,2020,11,"Thursday",0
"2020-11-12T04","PJM","PJM Interconnection, LLC","Demand",78875,"megawatthours",2020-11-12,4,2020,11,"Thursday",0
"2020-11-12T03","PJM","PJM Interconnection, LLC","Demand",82263,"megawatthours",2020-11-12,3,2020,11,"Thursday",0
"2020-11-12T02","PJM","PJM Interconnection, LLC","Demand",85854,"megawatthours",2020-11-12,2,2020,11,"Thursday",0
"2020-11-12T01","PJM","PJM Interconnection, LLC","Demand",88430,"megawatthours",2020-11-12,1,2020,11,"Thursday",0
"2020-11-12T00","PJM","PJM Interconnection, LLC","Demand",90359,"megawatthours",2020-11-12,0,2020,11,"Thursday",0
"2020-11-13T23","PJM","PJM Interconnection, LLC","Demand",87141,"megawatthours",2020-11-13,23,2020,11,"Friday",0
"2020-11-13T22","PJM","PJM Interconnection, LLC","Demand",82747,"megawatthours",2020-11-13,22,2020,11,"Friday",0
"2020-11-13T21","PJM","PJM Interconnection, LLC","Demand",81406,"megawatthours",2020-11-13,21,2020,11,"Friday",0
"2020-11-13T20","PJM","PJM Interconnection, LLC","Demand",81912,"megawatthours",2020-11-13,20,2020,11,"Friday",0
"2020-11-13T19","PJM","PJM Interconnection, LLC","Demand",83357,"megawatthours",2020-11-13,19,2020,11,"Friday",0
"2020-11-13T18","PJM","PJM Interconnection, LLC","Demand",84489,"megawatthours",2020-11-13,18,2020,11,"Friday",0
"2020-11-13T17","PJM","PJM Interconnection, LLC","Demand",85303,"megawatthours",2020-11-13,17,2020,11,"Friday",0
"2020-11-13T16","PJM","PJM Interconnection, LLC","Demand",86158,"megawatthours",2020-11-13,16,2020,11,"Friday",0
"2020-11-13T15","PJM","PJM Interconnection, LLC","Demand",86668,"megawatthours",2020-11-13,15,2020,11,"Friday",0
"2020-11-13T14","PJM","PJM Interconnection, LLC","Demand",86353,"megawatthours",2020-11-13,14,2020,11,"Friday",0
"2020-11-13T13","PJM","PJM Interconnection, LLC","Demand",84230,"megawatthours",2020-11-13,13,2020,11,"Friday",0
"2020-11-13T12","PJM","PJM Interconnection, LLC","Demand",79693,"megawatthours",2020-11-13,12,2020,11,"Friday",0
"2020-11-13T11","PJM","PJM Interconnection, LLC","Demand",74932,"megawatthours",2020-11-13,11,2020,11,"Friday",0
"2020-11-13T10","PJM","PJM Interconnection, LLC","Demand",72302,"megawatthours",2020-11-13,10,2020,11,"Friday",0
"2020-11-13T09","PJM","PJM Interconnection, LLC","Demand",71756,"megawatthours",2020-11-13,9,2020,11,"Friday",0
"2020-11-13T08","PJM","PJM Interconnection, LLC","Demand",72010,"megawatthours",2020-11-13,8,2020,11,"Friday",0
"2020-11-13T07","PJM","PJM Interconnection, LLC","Demand",72957,"megawatthours",2020-11-13,7,2020,11,"Friday",0
"2020-11-13T06","PJM","PJM Interconnection, LLC","Demand",74514,"megawatthours",2020-11-13,6,2020,11,"Friday",0
"2020-11-13T05","PJM","PJM Interconnection, LLC","Demand",76781,"megawatthours",2020-11-13,5,2020,11,"Friday",0
"2020-11-13T04","PJM","PJM Interconnection, LLC","Demand",79491,"megawatthours",2020-11-13,4,2020,11,"Friday",0
"2020-11-13T03","PJM","PJM Interconnection, LLC","Demand",82618,"megawatthours",2020-11-13,3,2020,11,"Friday",0
"2020-11-13T02","PJM","PJM Interconnection, LLC","Demand",85823,"megawatthours",2020-11-13,2,2020,11,"Friday",0
"2020-11-13T01","PJM","PJM Interconnection, LLC","Demand",88045,"megawatthours",2020-11-13,1,2020,11,"Friday",0
"2020-11-13T00","PJM","PJM Interconnection, LLC","Demand",89626,"megawatthours",2020-11-13,0,2020,11,"Friday",0
"2020-11-14T23","PJM","PJM Interconnection, LLC","Demand",83651,"megawatthours",2020-11-14,23,2020,11,"Saturday",0
"2020-11-14T22","PJM","PJM Interconnection, LLC","Demand",78845,"megawatthours",2020-11-14,22,2020,11,"Saturday",0
"2020-11-14T21","PJM","PJM Interconnection, LLC","Demand",77665,"megawatthours",2020-11-14,21,2020,11,"Saturday",0
"2020-11-14T20","PJM","PJM Interconnection, LLC","Demand",77096,"megawatthours",2020-11-14,20,2020,11,"Saturday",0
"2020-11-14T19","PJM","PJM Interconnection, LLC","Demand",77422,"megawatthours",2020-11-14,19,2020,11,"Saturday",0
"2020-11-14T18","PJM","PJM Interconnection, LLC","Demand",77331,"megawatthours",2020-11-14,18,2020,11,"Saturday",0
"2020-11-14T17","PJM","PJM Interconnection, LLC","Demand",78137,"megawatthours",2020-11-14,17,2020,11,"Saturday",0
"2020-11-14T16","PJM","PJM Interconnection, LLC","Demand",79293,"megawatthours",2020-11-14,16,2020,11,"Saturday",0
"2020-11-14T15","PJM","PJM Interconnection, LLC","Demand",80273,"megawatthours",2020-11-14,15,2020,11,"Saturday",0
"2020-11-14T14","PJM","PJM Interconnection, LLC","Demand",80715,"megawatthours",2020-11-14,14,2020,11,"Saturday",0
"2020-11-14T13","PJM","PJM Interconnection, LLC","Demand",79793,"megawatthours",2020-11-14,13,2020,11,"Saturday",0
"2020-11-14T12","PJM","PJM Interconnection, LLC","Demand",77426,"megawatthours",2020-11-14,12,2020,11,"Saturday",0
"2020-11-14T11","PJM","PJM Interconnection, LLC","Demand",75345,"megawatthours",2020-11-14,11,2020,11,"Saturday",0
"2020-11-14T10","PJM","PJM Interconnection, LLC","Demand",73366,"megawatthours",2020-11-14,10,2020,11,"Saturday",0
"2020-11-14T09","PJM","PJM Interconnection, LLC","Demand",73596,"megawatthours",2020-11-14,9,2020,11,"Saturday",0
"2020-11-14T08","PJM","PJM Interconnection, LLC","Demand",73219,"megawatthours",2020-11-14,8,2020,11,"Saturday",0
"2020-11-14T07","PJM","PJM Interconnection, LLC","Demand",73735,"megawatthours",2020-11-14,7,2020,11,"Saturday",0
"2020-11-14T06","PJM","PJM Interconnection, LLC","Demand",75344,"megawatthours",2020-11-14,6,2020,11,"Saturday",0
"2020-11-14T05","PJM","PJM Interconnection, LLC","Demand",77475,"megawatthours",2020-11-14,5,2020,11,"Saturday",0
"2020-11-14T04","PJM","PJM Interconnection, LLC","Demand",80034,"megawatthours",2020-11-14,4,2020,11,"Saturday",0
"2020-11-14T03","PJM","PJM Interconnection, LLC","Demand",82721,"megawatthours",2020-11-14,3,2020,11,"Saturday",0
"2020-11-14T02","PJM","PJM Interconnection, LLC","Demand",85000,"megawatthours",2020-11-14,2,2020,11,"Saturday",0
"2020-11-14T01","PJM","PJM Interconnection, LLC","Demand",86674,"megawatthours",2020-11-14,1,2020,11,"Saturday",0
"2020-11-14T00","PJM","PJM Interconnection, LLC","Demand",88177,"megawatthours",2020-11-14,0,2020,11,"Saturday",0
"2020-11-15T23","PJM","PJM Interconnection, LLC","Demand",83613,"megawatthours",2020-11-15,23,2020,11,"Sunday",0
"2020-11-15T22","PJM","PJM Interconnection, LLC","Demand",79615,"megawatthours",2020-11-15,22,2020,11,"Sunday",0
"2020-11-15T21","PJM","PJM Interconnection, LLC","Demand",77444,"megawatthours",2020-11-15,21,2020,11,"Sunday",0
"2020-11-15T20","PJM","PJM Interconnection, LLC","Demand",77143,"megawatthours",2020-11-15,20,2020,11,"Sunday",0
"2020-11-15T19","PJM","PJM Interconnection, LLC","Demand",77529,"megawatthours",2020-11-15,19,2020,11,"Sunday",0
"2020-11-15T18","PJM","PJM Interconnection, LLC","Demand",77022,"megawatthours",2020-11-15,18,2020,11,"Sunday",0
"2020-11-15T17","PJM","PJM Interconnection, LLC","Demand",76168,"megawatthours",2020-11-15,17,2020,11,"Sunday",0
"2020-11-15T16","PJM","PJM Interconnection, LLC","Demand",75274,"megawatthours",2020-11-15,16,2020,11,"Sunday",0
"2020-11-15T15","PJM","PJM Interconnection, LLC","Demand",74456,"megawatthours",2020-11-15,15,2020,11,"Sunday",0
"2020-11-15T14","PJM","PJM Interconnection, LLC","Demand",73255,"megawatthours",2020-11-15,14,2020,11,"Sunday",0
"2020-11-15T13","PJM","PJM Interconnection, LLC","Demand",72103,"megawatthours",2020-11-15,13,2020,11,"Sunday",0
"2020-11-15T12","PJM","PJM Interconnection, LLC","Demand",71089,"megawatthours",2020-11-15,12,2020,11,"Sunday",0
"2020-11-15T11","PJM","PJM Interconnection, LLC","Demand",70060,"megawatthours",2020-11-15,11,2020,11,"Sunday",0
"2020-11-15T10","PJM","PJM Interconnection, LLC","Demand",69414,"megawatthours",2020-11-15,10,2020,11,"Sunday",0
"2020-11-15T09","PJM","PJM Interconnection, LLC","Demand",69713,"megawatthours",2020-11-15,9,2020,11,"Sunday",0
"2020-11-15T08","PJM","PJM Interconnection, LLC","Demand",70428,"megawatthours",2020-11-15,8,2020,11,"Sunday",0
"2020-11-15T07","PJM","PJM Interconnection, LLC","Demand",71049,"megawatthours",2020-11-15,7,2020,11,"Sunday",0
"2020-11-15T06","PJM","PJM Interconnection, LLC","Demand",73041,"megawatthours",2020-11-15,6,2020,11,"Sunday",0
"2020-11-15T05","PJM","PJM Interconnection, LLC","Demand",75857,"megawatthours",2020-11-15,5,2020,11,"Sunday",0
"2020-11-15T04","PJM","PJM Interconnection, LLC","Demand",78165,"megawatthours",2020-11-15,4,2020,11,"Sunday",0
"2020-11-15T03","PJM","PJM Interconnection, LLC","Demand",80220,"megawatthours",2020-11-15,3,2020,11,"Sunday",0
"2020-11-15T02","PJM","PJM Interconnection, LLC","Demand",82301,"megawatthours",2020-11-15,2,2020,11,"Sunday",0
"2020-11-15T01","PJM","PJM Interconnection, LLC","Demand",83782,"megawatthours",2020-11-15,1,2020,11,"Sunday",0
"2020-11-15T00","PJM","PJM Interconnection, LLC","Demand",84624,"megawatthours",2020-11-15,0,2020,11,"Sunday",0
"2020-11-16T23","PJM","PJM Interconnection, LLC","Demand",91261,"megawatthours",2020-11-16,23,2020,11,"Monday",0
"2020-11-16T22","PJM","PJM Interconnection, LLC","Demand",85517,"megawatthours",2020-11-16,22,2020,11,"Monday",0
"2020-11-16T21","PJM","PJM Interconnection, LLC","Demand",83486,"megawatthours",2020-11-16,21,2020,11,"Monday",0
"2020-11-16T20","PJM","PJM Interconnection, LLC","Demand",83479,"megawatthours",2020-11-16,20,2020,11,"Monday",0
"2020-11-16T19","PJM","PJM Interconnection, LLC","Demand",83422,"megawatthours",2020-11-16,19,2020,11,"Monday",0
"2020-11-16T18","PJM","PJM Interconnection, LLC","Demand",84203,"megawatthours",2020-11-16,18,2020,11,"Monday",0
"2020-11-16T17","PJM","PJM Interconnection, LLC","Demand",84921,"megawatthours",2020-11-16,17,2020,11,"Monday",0
"2020-11-16T16","PJM","PJM Interconnection, LLC","Demand",85797,"megawatthours",2020-11-16,16,2020,11,"Monday",0
"2020-11-16T15","PJM","PJM Interconnection, LLC","Demand",86860,"megawatthours",2020-11-16,15,2020,11,"Monday",0
"2020-11-16T14","PJM","PJM Interconnection, LLC","Demand",87780,"megawatthours",2020-11-16,14,2020,11,"Monday",0
"2020-11-16T13","PJM","PJM Interconnection, LLC","Demand",87126,"megawatthours",2020-11-16,13,2020,11,"Monday",0
"2020-11-16T12","PJM","PJM Interconnection, LLC","Demand",82287,"megawatthours",2020-11-16,12,2020,11,"Monday",0
"2020-11-16T11","PJM","PJM Interconnection, LLC","Demand",75396,"megawatthours",2020-11-16,11,2020,11,"Monday",0
"2020-11-16T10","PJM","PJM Interconnection, LLC","Demand",71667,"megawatthours",2020-11-16,10,2020,11,"Monday",0
"2020-11-16T09","PJM","PJM Interconnection, LLC","Demand",69970,"megawatthours",2020-11-16,9,2020,11,"Monday",0
"2020-11-16T08","PJM","PJM Interconnection, LLC","Demand",69694,"megawatthours",2020-11-16,8,2020,11,"Monday",0
"2020-11-16T07","PJM","PJM Interconnection, LLC","Demand",69978,"megawatthours",2020-11-16,7,2020,11,"Monday",0
"2020-11-16T06","PJM","PJM Interconnection, LLC","Demand",71005,"megawatthours",2020-11-16,6,2020,11,"Monday",0
"2020-11-16T05","PJM","PJM Interconnection, LLC","Demand",72501,"megawatthours",2020-11-16,5,2020,11,"Monday",0
"2020-11-16T04","PJM","PJM Interconnection, LLC","Demand",75291,"megawatthours",2020-11-16,4,2020,11,"Monday",0
"2020-11-16T03","PJM","PJM Interconnection, LLC","Demand",78219,"megawatthours",2020-11-16,3,2020,11,"Monday",0
"2020-11-16T02","PJM","PJM Interconnection, LLC","Demand",80867,"megawatthours",2020-11-16,2,2020,11,"Monday",0
"2020-11-16T01","PJM","PJM Interconnection, LLC","Demand",82923,"megawatthours",2020-11-16,1,2020,11,"Monday",0
"2020-11-16T00","PJM","PJM Interconnection, LLC","Demand",84432,"megawatthours",2020-11-16,0,2020,11,"Monday",0
"2020-11-17T23","PJM","PJM Interconnection, LLC","Demand",98251,"megawatthours",2020-11-17,23,2020,11,"Tuesday",0
"2020-11-17T22","PJM","PJM Interconnection, LLC","Demand",92546,"megawatthours",2020-11-17,22,2020,11,"Tuesday",0
"2020-11-17T21","PJM","PJM Interconnection, LLC","Demand",89723,"megawatthours",2020-11-17,21,2020,11,"Tuesday",0
"2020-11-17T20","PJM","PJM Interconnection, LLC","Demand",89587,"megawatthours",2020-11-17,20,2020,11,"Tuesday",0
"2020-11-17T19","PJM","PJM Interconnection, LLC","Demand",90288,"megawatthours",2020-11-17,19,2020,11,"Tuesday",0
"2020-11-17T18","PJM","PJM Interconnection, LLC","Demand",90632,"megawatthours",2020-11-17,18,2020,11,"Tuesday",0
"2020-11-17T17","PJM","PJM Interconnection, LLC","Demand",90525,"megawatthours",2020-11-17,17,2020,11,"Tuesday",0
"2020-11-17T16","PJM","PJM Interconnection, LLC","Demand",90682,"megawatthours",2020-11-17,16,2020,11,"Tuesday",0
"2020-11-17T15","PJM","PJM Interconnection, LLC","Demand",91729,"megawatthours",2020-11-17,15,2020,11,"Tuesday",0
"2020-11-17T14","PJM","PJM Interconnection, LLC","Demand",92763,"megawatthours",2020-11-17,14,2020,11,"Tuesday",0
"2020-11-17T13","PJM","PJM Interconnection, LLC","Demand",92052,"megawatthours",2020-11-17,13,2020,11,"Tuesday",0
"2020-11-17T12","PJM","PJM Interconnection, LLC","Demand",87415,"megawatthours",2020-11-17,12,2020,11,"Tuesday",0
"2020-11-17T11","PJM","PJM Interconnection, LLC","Demand",81040,"megawatthours",2020-11-17,11,2020,11,"Tuesday",0
"2020-11-17T10","PJM","PJM Interconnection, LLC","Demand",78013,"megawatthours",2020-11-17,10,2020,11,"Tuesday",0
"2020-11-17T09","PJM","PJM Interconnection, LLC","Demand",76517,"megawatthours",2020-11-17,9,2020,11,"Tuesday",0
"2020-11-17T08","PJM","PJM Interconnection, LLC","Demand",76117,"megawatthours",2020-11-17,8,2020,11,"Tuesday",0
"2020-11-17T07","PJM","PJM Interconnection, LLC","Demand",76522,"megawatthours",2020-11-17,7,2020,11,"Tuesday",0
"2020-11-17T06","PJM","PJM Interconnection, LLC","Demand",77554,"megawatthours",2020-11-17,6,2020,11,"Tuesday",0
"2020-11-17T05","PJM","PJM Interconnection, LLC","Demand",79533,"megawatthours",2020-11-17,5,2020,11,"Tuesday",0
"2020-11-17T04","PJM","PJM Interconnection, LLC","Demand",82851,"megawatthours",2020-11-17,4,2020,11,"Tuesday",0
"2020-11-17T03","PJM","PJM Interconnection, LLC","Demand",86521,"megawatthours",2020-11-17,3,2020,11,"Tuesday",0
"2020-11-17T02","PJM","PJM Interconnection, LLC","Demand",89633,"megawatthours",2020-11-17,2,2020,11,"Tuesday",0
"2020-11-17T01","PJM","PJM Interconnection, LLC","Demand",91635,"megawatthours",2020-11-17,1,2020,11,"Tuesday",0
"2020-11-17T00","PJM","PJM Interconnection, LLC","Demand",92826,"megawatthours",2020-11-17,0,2020,11,"Tuesday",0
"2020-11-18T23","PJM","PJM Interconnection, LLC","Demand",99322,"megawatthours",2020-11-18,23,2020,11,"Wednesday",0
"2020-11-18T22","PJM","PJM Interconnection, LLC","Demand",93339,"megawatthours",2020-11-18,22,2020,11,"Wednesday",0
