"period","respondent","respondent.name","type.name","value","value.units","date","hour","year","month","dayofweek","BGE_Rebate"
"2021-06-02T15","PJM","PJM Interconnection, LLC","Demand",86020,"megawatthours",2021-06-02,15,2021,6,"Wednesday",1
"2021-06-02T14","PJM","PJM Interconnection, LLC","Demand",83993,"megawatthours",2021-06-02,14,2021,6,"Wednesday",1
"2021-06-02T13","PJM","PJM Interconnection, LLC","Demand",82321,"megawatthours",2021-06-02,13,2021,6,"Wednesday",1
"2021-06-02T12","PJM","PJM Interconnection, LLC","Demand",78728,"megawatthours",2021-06-02,12,2021,6,"Wednesday",1
"2021-06-02T11","PJM","PJM Interconnection, LLC","Demand",74160,"megawatthours",2021-06-02,11,2021,6,"Wednesday",1
"2021-06-02T10","PJM","PJM Interconnection, LLC","Demand",70815,"megawatthours",2021-06-02,10,2021,6,"Wednesday",1
"2021-06-02T09","PJM","PJM Interconnection, LLC","Demand",68915,"megawatthours",2021-06-02,9,2021,6,"Wednesday",0
"2021-06-02T08","PJM","PJM Interconnection, LLC","Demand",68472,"megawatthours",2021-06-02,8,2021,6,"Wednesday",0
"2021-06-02T07","PJM","PJM Interconnection, LLC","Demand",69508,"megawatthours",2021-06-02,7,2021,6,"Wednesday",0
"2021-06-02T06","PJM","PJM Interconnection, LLC","Demand",71564,"megawatthours",2021-06-02,6,2021,6,"Wednesday",0
"2021-06-02T05","PJM","PJM Interconnection, LLC","Demand",74588,"megawatthours",2021-06-02,5,2021,6,"Wednesday",0
"2021-06-02T04","PJM","PJM Interconnection, LLC","Demand",78505,"megawatthours",2021-06-02,4,2021,6,"Wednesday",0
"2021-06-02T03","PJM","PJM Interconnection, LLC","Demand",83227,"megawatthours",2021-06-02,3,2021,6,"Wednesday",0
"2021-06-02T02","PJM","PJM Interconnection, LLC","Demand",87792,"megawatthours",2021-06-02,2,2021,6,"Wednesday",0
"2021-06-02T01","PJM","PJM Interconnection, LLC","Demand",89476,"megawatthours",2021-06-02,1,2021,6,"Wednesday",0
"2021-06-02T00","PJM","PJM Interconnection, LLC","Demand",90212,"megawatthours",2021-06-02,0,2021,6,"Wednesday",0
"2021-06-03T23","PJM","PJM Interconnection, LLC","Demand",100769,"megawatthours",2021-06-03,23,2021,6,"Thursday",0
"2021-06-03T22","PJM","PJM Interconnection, LLC","Demand",101842,"megawatthours",2021-06-03,22,2021,6,"Thursday",0
"2021-06-03T21","PJM","PJM Interconnection, LLC","Demand",101370,"megawatthours",2021-06-03,21,2021,6,"Thursday",0
"2021-06-03T20","PJM","PJM Interconnection, LLC","Demand",100527,"megawatthours",2021-06-03,20,2021,6,"Thursday",1
"2021-06-03T19","PJM","PJM Interconnection, LLC","Demand",99170,"megawatthours",2021-06-03,19,2021,6,"Thursday",1
"2021-06-03T18","PJM","PJM Interconnection, LLC","Demand",97626,"megawatthours",2021-06-03,18,2021,6,"Thursday",1
"2021-06-03T17","PJM","PJM Interconnection, LLC","Demand",95177,"megawatthours",2021-06-03,17,2021,6,"Thursday",1
"2021-06-03T16","PJM","PJM Interconnection, LLC","Demand",92891,"megawatthours",2021-06-03,16,2021,6,"Thursday",1
"2021-06-03T15","PJM","PJM Interconnection, LLC","Demand",90542,"megawatthours",2021-06-03,15,2021,6,"Thursday",1
"2021-06-03T14","PJM","PJM Interconnection, LLC","Demand",88007,"megawatthours",2021-06-03,14,2021,6,"Thursday",1
"2021-06-03T13","PJM","PJM Interconnection, LLC","Demand",85395,"megawatthours",2021-06-03,13,2021,6,"Thursday",1
"2021-06-03T12","PJM","PJM Interconnection, LLC","Demand",82825,"megawatthours",2021-06-03,12,2021,6,"Thursday",1
"2021-06-03T11","PJM","PJM Interconnection, LLC","Demand",78719,"megawatthours",2021-06-03,11,2021,6,"Thursday",1
"2021-06-03T10","PJM","PJM Interconnection, LLC","Demand",73847,"megawatthours",2021-06-03,10,2021,6,"Thursday",1
"2021-06-03T09","PJM","PJM Interconnection, LLC","Demand",71187,"megawatthours",2021-06-03,9,2021,6,"Thursday",0
"2021-06-03T08","PJM","PJM Interconnection, LLC","Demand",70462,"megawatthours",2021-06-03,8,2021,6,"Thursday",0
"2021-06-03T07","PJM","PJM Interconnection, LLC","Demand",70899,"megawatthours",2021-06-03,7,2021,6,"Thursday",0
"2021-06-03T06","PJM","PJM Interconnection, LLC","Demand",72673,"megawatthours",2021-06-03,6,2021,6,"Thursday",0
"2021-06-03T05","PJM","PJM Interconnection, LLC","Demand",75979,"megawatthours",2021-06-03,5,2021,6,"Thursday",0
"2021-06-03T04","PJM","PJM Interconnection, LLC","Demand",79595,"megawatthours",2021-06-03,4,2021,6,"Thursday",0
"2021-06-03T03","PJM","PJM Interconnection, LLC","Demand",84208,"megawatthours",2021-06-03,3,2021,6,"Thursday",0
"2021-06-03T02","PJM","PJM Interconnection, LLC","Demand",89072,"megawatthours",2021-06-03,2,2021,6,"Thursday",0
"2021-06-03T01","PJM","PJM Interconnection, LLC","Demand",90760,"megawatthours",2021-06-03,1,2021,6,"Thursday",0
"2021-06-03T00","PJM","PJM Interconnection, LLC","Demand",91893,"megawatthours",2021-06-03,0,2021,6,"Thursday",0
"2021-06-04T23","PJM","PJM Interconnection, LLC","Demand",110911,"megawatthours",2021-06-04,23,2021,6,"Friday",0
"2021-06-04T22","PJM","PJM Interconnection, LLC","Demand",111911,"megawatthours",2021-06-04,22,2021,6,"Friday",0
"2021-06-04T21","PJM","PJM Interconnection, LLC","Demand",111433,"megawatthours",2021-06-04,21,2021,6,"Friday",0
"2021-06-04T20","PJM","PJM Interconnection, LLC","Demand",110086,"megawatthours",2021-06-04,20,2021,6,"Friday",1
"2021-06-04T19","PJM","PJM Interconnection, LLC","Demand",107097,"megawatthours",2021-06-04,19,2021,6,"Friday",1
"2021-06-04T18","PJM","PJM Interconnection, LLC","Demand",103982,"megawatthours",2021-06-04,18,2021,6,"Friday",1
"2021-06-04T17","PJM","PJM Interconnection, LLC","Demand",101008,"megawatthours",2021-06-04,17,2021,6,"Friday",1
"2021-06-04T16","PJM","PJM Interconnection, LLC","Demand",98159,"megawatthours",2021-06-04,16,2021,6,"Friday",1
"2021-06-04T15","PJM","PJM Interconnection, LLC","Demand",94845,"megawatthours",2021-06-04,15,2021,6,"Friday",1
"2021-06-04T14","PJM","PJM Interconnection, LLC","Demand",91453,"megawatthours",2021-06-04,14,2021,6,"Friday",1
"2021-06-04T13","PJM","PJM Interconnection, LLC","Demand",88609,"megawatthours",2021-06-04,13,2021,6,"Friday",1
"2021-06-04T12","PJM","PJM Interconnection, LLC","Demand",85348,"megawatthours",2021-06-04,12,2021,6,"Friday",1
"2021-06-04T11","PJM","PJM Interconnection, LLC","Demand",80444,"megawatthours",2021-06-04,11,2021,6,"Friday",1
"2021-06-04T10","PJM","PJM Interconnection, LLC","Demand",76691,"megawatthours",2021-06-04,10,2021,6,"Friday",1
"2021-06-04T09","PJM","PJM Interconnection, LLC","Demand",74418,"megawatthours",2021-06-04,9,2021,6,"Friday",0
"2021-06-04T08","PJM","PJM Interconnection, LLC","Demand",74197,"megawatthours",2021-06-04,8,2021,6,"Friday",0
"2021-06-04T07","PJM","PJM Interconnection, LLC","Demand",75663,"megawatthours",2021-06-04,7,2021,6,"Friday",0
"2021-06-04T06","PJM","PJM Interconnection, LLC","Demand",77821,"megawatthours",2021-06-04,6,2021,6,"Friday",0
"2021-06-04T05","PJM","PJM Interconnection, LLC","Demand",80883,"megawatthours",2021-06-04,5,2021,6,"Friday",0
"2021-06-04T04","PJM","PJM Interconnection, LLC","Demand",85287,"megawatthours",2021-06-04,4,2021,6,"Friday",0
"2021-06-04T03","PJM","PJM Interconnection, LLC","Demand",89729,"megawatthours",2021-06-04,3,2021,6,"Friday",0
"2021-06-04T02","PJM","PJM Interconnection, LLC","Demand",94077,"megawatthours",2021-06-04,2,2021,6,"Friday",0
"2021-06-04T01","PJM","PJM Interconnection, LLC","Demand",96402,"megawatthours",2021-06-04,1,2021,6,"Friday",0
"2021-06-04T00","PJM","PJM Interconnection, LLC","Demand",98425,"megawatthours",2021-06-04,0,2021,6,"Friday",0
"2021-06-05T23","PJM","PJM Interconnection, LLC","Demand",120905,"megawatthours",2021-06-05,23,2021,6,"Saturday",0
"2021-06-05T22","PJM","PJM Interconnection, LLC","Demand",121413,"megawatthours",2021-06-05,22,2021,6,"Saturday",0
"2021-06-05T21","PJM","PJM Interconnection, LLC","Demand",119795,"megawatthours",2021-06-05,21,2021,6,"Saturday",0
"2021-06-05T20","PJM","PJM Interconnection, LLC","Demand",116791,"megawatthours",2021-06-05,20,2021,6,"Saturday",1
"2021-06-05T19","PJM","PJM Interconnection, LLC","Demand",113405,"megawatthours",2021-06-05,19,2021,6,"Saturday",1
"2021-06-05T18","PJM","PJM Interconnection, LLC","Demand",109835,"megawatthours",2021-06-05,18,2021,6,"Saturday",1
"2021-06-05T17","PJM","PJM Interconnection, LLC","Demand",105485,"megawatthours",2021-06-05,17,2021,6,"Saturday",1
"2021-06-05T16","PJM","PJM Interconnection, LLC","Demand",100375,"megawatthours",2021-06-05,16,2021,6,"Saturday",1
"2021-06-05T15","PJM","PJM Interconnection, LLC","Demand",94347,"megawatthours",2021-06-05,15,2021,6,"Saturday",1
"2021-06-05T14","PJM","PJM Interconnection, LLC","Demand",88297,"megawatthours",2021-06-05,14,2021,6,"Saturday",1
"2021-06-05T13","PJM","PJM Interconnection, LLC","Demand",82337,"megawatthours",2021-06-05,13,2021,6,"Saturday",1
"2021-06-05T12","PJM","PJM Interconnection, LLC","Demand",76271,"megawatthours",2021-06-05,12,2021,6,"Saturday",1
"2021-06-05T11","PJM","PJM Interconnection, LLC","Demand",72749,"megawatthours",2021-06-05,11,2021,6,"Saturday",1
"2021-06-05T10","PJM","PJM Interconnection, LLC","Demand",72181,"megawatthours",2021-06-05,10,2021,6,"Saturday",1
"2021-06-05T09","PJM","PJM Interconnection, LLC","Demand",72197,"megawatthours",2021-06-05,9,2021,6,"Saturday",0
"2021-06-05T08","PJM","PJM Interconnection, LLC","Demand",73344,"megawatthours",2021-06-05,8,2021,6,"Saturday",0
"2021-06-05T07","PJM","PJM Interconnection, LLC","Demand",75399,"megawatthours",2021-06-05,7,2021,6,"Saturday",0
"2021-06-05T06","PJM","PJM Interconnection, LLC","Demand",78506,"megawatthours",2021-06-05,6,2021,6,"Saturday",0
"2021-06-05T05","PJM","PJM Interconnection, LLC","Demand",83266,"megawatthours",2021-06-05,5,2021,6,"Saturday",0
"2021-06-05T04","PJM","PJM Interconnection, LLC","Demand",89389,"megawatthours",2021-06-05,4,2021,6,"Saturday",0
"2021-06-05T03","PJM","PJM Interconnection, LLC","Demand",95107,"megawatthours",2021-06-05,3,2021,6,"Saturday",0
"2021-06-05T02","PJM","PJM Interconnection, LLC","Demand",100430,"megawatthours",2021-06-05,2,2021,6,"Saturday",0
"2021-06-05T01","PJM","PJM Interconnection, LLC","Demand",103693,"megawatthours",2021-06-05,1,2021,6,"Saturday",0
"2021-06-05T00","PJM","PJM Interconnection, LLC","Demand",108124,"megawatthours",2021-06-05,0,2021,6,"Saturday",0
"2021-06-06T23","PJM","PJM Interconnection, LLC","Demand",125999,"megawatthours",2021-06-06,23,2021,6,"Sunday",0
"2021-06-06T22","PJM","PJM Interconnection, LLC","Demand",126340,"megawatthours",2021-06-06,22,2021,6,"Sunday",0
"2021-06-06T21","PJM","PJM Interconnection, LLC","Demand",124501,"megawatthours",2021-06-06,21,2021,6,"Sunday",0
"2021-06-06T20","PJM","PJM Interconnection, LLC","Demand",122015,"megawatthours",2021-06-06,20,2021,6,"Sunday",1
"2021-06-06T19","PJM","PJM Interconnection, LLC","Demand",119341,"megawatthours",2021-06-06,19,2021,6,"Sunday",1
"2021-06-06T18","PJM","PJM Interconnection, LLC","Demand",115897,"megawatthours",2021-06-06,18,2021,6,"Sunday",1
"2021-06-06T17","PJM","PJM Interconnection, LLC","Demand",111362,"megawatthours",2021-06-06,17,2021,6,"Sunday",1
"2021-06-06T16","PJM","PJM Interconnection, LLC","Demand",105580,"megawatthours",2021-06-06,16,2021,6,"Sunday",1
"2021-06-06T15","PJM","PJM Interconnection, LLC","Demand",98497,"megawatthours",2021-06-06,15,2021,6,"Sunday",1
"2021-06-06T14","PJM","PJM Interconnection, LLC","Demand",91450,"megawatthours",2021-06-06,14,2021,6,"Sunday",1
"2021-06-06T13","PJM","PJM Interconnection, LLC","Demand",83755,"megawatthours",2021-06-06,13,2021,6,"Sunday",1
"2021-06-06T12","PJM","PJM Interconnection, LLC","Demand",76795,"megawatthours",2021-06-06,12,2021,6,"Sunday",1
"2021-06-06T11","PJM","PJM Interconnection, LLC","Demand",73646,"megawatthours",2021-06-06,11,2021,6,"Sunday",1
"2021-06-06T10","PJM","PJM Interconnection, LLC","Demand",74285,"megawatthours",2021-06-06,10,2021,6,"Sunday",1
"2021-06-06T09","PJM","PJM Interconnection, LLC","Demand",74745,"megawatthours",2021-06-06,9,2021,6,"Sunday",0
"2021-06-06T08","PJM","PJM Interconnection, LLC","Demand",76671,"megawatthours",2021-06-06,8,2021,6,"Sunday",0
"2021-06-06T07","PJM","PJM Interconnection, LLC","Demand",78994,"megawatthours",2021-06-06,7,2021,6,"Sunday",0
"2021-06-06T06","PJM","PJM Interconnection, LLC","Demand",82821,"megawatthours",2021-06-06,6,2021,6,"Sunday",0
"2021-06-06T05","PJM","PJM Interconnection, LLC","Demand",88512,"megawatthours",2021-06-06,5,2021,6,"Sunday",0
"2021-06-06T04","PJM","PJM Interconnection, LLC","Demand",95312,"megawatthours",2021-06-06,4,2021,6,"Sunday",0
"2021-06-06T03","PJM","PJM Interconnection, LLC","Demand",101808,"megawatthours",2021-06-06,3,2021,6,"Sunday",0
"2021-06-06T02","PJM","PJM Interconnection, LLC","Demand",108235,"megawatthours",2021-06-06,2,2021,6,"Sunday",0
"2021-06-06T01","PJM","PJM Interconnection, LLC","Demand",112619,"megawatthours",2021-06-06,1,2021,6,"Sunday",0
"2021-06-06T00","PJM","PJM Interconnection, LLC","Demand",117631,"megawatthours",2021-06-06,0,2021,6,"Sunday",0
"2021-06-07T23","PJM","PJM Interconnection, LLC","Demand",130028,"megawatthours",2021-06-07,23,2021,6,"Monday",0
"2021-06-07T22","PJM","PJM Interconnection, LLC","Demand",132271,"megawatthours",2021-06-07,22,2021,6,"Monday",0
"2021-06-07T21","PJM","PJM Interconnection, LLC","Demand",132533,"megawatthours",2021-06-07,21,2021,6,"Monday",0
"2021-06-07T20","PJM","PJM Interconnection, LLC","Demand",131834,"megawatthours",2021-06-07,20,2021,6,"Monday",1
"2021-06-07T19","PJM","PJM Interconnection, LLC","Demand",130541,"megawatthours",2021-06-07,19,2021,6,"Monday",1
"2021-06-07T18","PJM","PJM Interconnection, LLC","Demand",128545,"megawatthours",2021-06-07,18,2021,6,"Monday",1
"2021-06-07T17","PJM","PJM Interconnection, LLC","Demand",125012,"megawatthours",2021-06-07,17,2021,6,"Monday",1
"2021-06-07T16","PJM","PJM Interconnection, LLC","Demand",119719,"megawatthours",2021-06-07,16,2021,6,"Monday",1
"2021-06-07T15","PJM","PJM Interconnection, LLC","Demand",114241,"megawatthours",2021-06-07,15,2021,6,"Monday",1
"2021-06-07T14","PJM","PJM Interconnection, LLC","Demand",109227,"megawatthours",2021-06-07,14,2021,6,"Monday",1
"2021-06-07T13","PJM","PJM Interconnection, LLC","Demand",103528,"megawatthours",2021-06-07,13,2021,6,"Monday",1
"2021-06-07T12","PJM","PJM Interconnection, LLC","Demand",97679,"megawatthours",2021-06-07,12,2021,6,"Monday",1
"2021-06-07T11","PJM","PJM Interconnection, LLC","Demand",91552,"megawatthours",2021-06-07,11,2021,6,"Monday",1
"2021-06-07T10","PJM","PJM Interconnection, LLC","Demand",87202,"megawatthours",2021-06-07,10,2021,6,"Monday",1
"2021-06-07T09","PJM","PJM Interconnection, LLC","Demand",85327,"megawatthours",2021-06-07,9,2021,6,"Monday",0
"2021-06-07T08","PJM","PJM Interconnection, LLC","Demand",85587,"megawatthours",2021-06-07,8,2021,6,"Monday",0
"2021-06-07T07","PJM","PJM Interconnection, LLC","Demand",87676,"megawatthours",2021-06-07,7,2021,6,"Monday",0
"2021-06-07T06","PJM","PJM Interconnection, LLC","Demand",90696,"megawatthours",2021-06-07,6,2021,6,"Monday",0
"2021-06-07T05","PJM","PJM Interconnection, LLC","Demand",94689,"megawatthours",2021-06-07,5,2021,6,"Monday",0
"2021-06-07T04","PJM","PJM Interconnection, LLC","Demand",101114,"megawatthours",2021-06-07,4,2021,6,"Monday",0
"2021-06-07T03","PJM","PJM Interconnection, LLC","Demand",108376,"megawatthours",2021-06-07,3,2021,6,"Monday",0
"2021-06-07T02","PJM","PJM Interconnection, LLC","Demand",115214,"megawatthours",2021-06-07,2,2021,6,"Monday",0
"2021-06-07T01","PJM","PJM Interconnection, LLC","Demand",118967,"megawatthours",2021-06-07,1,2021,6,"Monday",0
"2021-06-07T00","PJM","PJM Interconnection, LLC","Demand",123470,"megawatthours",2021-06-07,0,2021,6,"Monday",0
"2021-06-08T23","PJM","PJM Interconnection, LLC","Demand",127409,"megawatthours",2021-06-08,23,2021,6,"Tuesday",0
"2021-06-08T22","PJM","PJM Interconnection, LLC","Demand",130346,"megawatthours",2021-06-08,22,2021,6,"Tuesday",0
"2021-06-08T21","PJM","PJM Interconnection, LLC","Demand",131459,"megawatthours",2021-06-08,21,2021,6,"Tuesday",0
"2021-06-08T20","PJM","PJM Interconnection, LLC","Demand",132002,"megawatthours",2021-06-08,20,2021,6,"Tuesday",1
"2021-06-08T19","PJM","PJM Interconnection, LLC","Demand",131941,"megawatthours",2021-06-08,19,2021,6,"Tuesday",1
"2021-06-08T18","PJM","PJM Interconnection, LLC","Demand",130720,"megawatthours",2021-06-08,18,2021,6,"Tuesday",1
"2021-06-08T17","PJM","PJM Interconnection, LLC","Demand",126942,"megawatthours",2021-06-08,17,2021,6,"Tuesday",1
"2021-06-08T16","PJM","PJM Interconnection, LLC","Demand",121812,"megawatthours",2021-06-08,16,2021,6,"Tuesday",1
"2021-06-08T15","PJM","PJM Interconnection, LLC","Demand",115515,"megawatthours",2021-06-08,15,2021,6,"Tuesday",1
"2021-06-08T14","PJM","PJM Interconnection, LLC","Demand",109651,"megawatthours",2021-06-08,14,2021,6,"Tuesday",1
"2021-06-08T13","PJM","PJM Interconnection, LLC","Demand",105513,"megawatthours",2021-06-08,13,2021,6,"Tuesday",1
"2021-06-08T12","PJM","PJM Interconnection, LLC","Demand",100126,"megawatthours",2021-06-08,12,2021,6,"Tuesday",1
"2021-06-08T11","PJM","PJM Interconnection, LLC","Demand",94071,"megawatthours",2021-06-08,11,2021,6,"Tuesday",1
"2021-06-08T10","PJM","PJM Interconnection, LLC","Demand",89342,"megawatthours",2021-06-08,10,2021,6,"Tuesday",1
"2021-06-08T09","PJM","PJM Interconnection, LLC","Demand",87023,"megawatthours",2021-06-08,9,2021,6,"Tuesday",0
"2021-06-08T08","PJM","PJM Interconnection, LLC","Demand",87352,"megawatthours",2021-06-08,8,2021,6,"Tuesday",0
"2021-06-08T07","PJM","PJM Interconnection, LLC","Demand",89607,"megawatthours",2021-06-08,7,2021,6,"Tuesday",0
"2021-06-08T06","PJM","PJM Interconnection, LLC","Demand",93359,"megawatthours",2021-06-08,6,2021,6,"Tuesday",0
"2021-06-08T05","PJM","PJM Interconnection, LLC","Demand",97800,"megawatthours",2021-06-08,5,2021,6,"Tuesday",0
"2021-06-08T04","PJM","PJM Interconnection, LLC","Demand",103837,"megawatthours",2021-06-08,4,2021,6,"Tuesday",0
"2021-06-08T03","PJM","PJM Interconnection, LLC","Demand",110795,"megawatthours",2021-06-08,3,2021,6,"Tuesday",0
"2021-06-08T02","PJM","PJM Interconnection, LLC","Demand",118212,"megawatthours",2021-06-08,2,2021,6,"Tuesday",0
"2021-06-08T01","PJM","PJM Interconnection, LLC","Demand",122103,"megawatthours",2021-06-08,1,2021,6,"Tuesday",0
"2021-06-08T00","PJM","PJM Interconnection, LLC","Demand",126283,"megawatthours",2021-06-08,0,2021,6,"Tuesday",0
"2021-06-09T23","PJM","PJM Interconnection, LLC","Demand",125061,"megawatthours",2021-06-09,23,2021,6,"Wednesday",0
"2021-06-09T22","PJM","PJM Interconnection, LLC","Demand",128145,"megawatthours",2021-06-09,22,2021,6,"Wednesday",0
"2021-06-09T21","PJM","PJM Interconnection, LLC","Demand",128985,"megawatthours",2021-06-09,21,2021,6,"Wednesday",0
"2021-06-09T20","PJM","PJM Interconnection, LLC","Demand",128424,"megawatthours",2021-06-09,20,2021,6,"Wednesday",1
"2021-06-09T19","PJM","PJM Interconnection, LLC","Demand",127569,"megawatthours",2021-06-09,19,2021,6,"Wednesday",1
"2021-06-09T18","PJM","PJM Interconnection, LLC","Demand",125308,"megawatthours",2021-06-09,18,2021,6,"Wednesday",1
"2021-06-09T17","PJM","PJM Interconnection, LLC","Demand",121954,"megawatthours",2021-06-09,17,2021,6,"Wednesday",1
"2021-06-09T16","PJM","PJM Interconnection, LLC","Demand",117460,"megawatthours",2021-06-09,16,2021,6,"Wednesday",1
"2021-06-09T15","PJM","PJM Interconnection, LLC","Demand",111673,"megawatthours",2021-06-09,15,2021,6,"Wednesday",1
"2021-06-09T14","PJM","PJM Interconnection, LLC","Demand",106574,"megawatthours",2021-06-09,14,2021,6,"Wednesday",1
"2021-06-09T13","PJM","PJM Interconnection, LLC","Demand",103426,"megawatthours",2021-06-09,13,2021,6,"Wednesday",1
"2021-06-09T12","PJM","PJM Interconnection, LLC","Demand",97473,"megawatthours",2021-06-09,12,2021,6,"Wednesday",1
"2021-06-09T11","PJM","PJM Interconnection, LLC","Demand",91860,"megawatthours",2021-06-09,11,2021,6,"Wednesday",1
"2021-06-09T10","PJM","PJM Interconnection, LLC","Demand",87384,"megawatthours",2021-06-09,10,2021,6,"Wednesday",1
"2021-06-09T09","PJM","PJM Interconnection, LLC","Demand",85138,"megawatthours",2021-06-09,9,2021,6,"Wednesday",0
"2021-06-09T08","PJM","PJM Interconnection, LLC","Demand",85361,"megawatthours",2021-06-09,8,2021,6,"Wednesday",0
"2021-06-09T07","PJM","PJM Interconnection, LLC","Demand",87433,"megawatthours",2021-06-09,7,2021,6,"Wednesday",0
"2021-06-09T06","PJM","PJM Interconnection, LLC","Demand",91053,"megawatthours",2021-06-09,6,2021,6,"Wednesday",0
"2021-06-09T05","PJM","PJM Interconnection, LLC","Demand",95742,"megawatthours",2021-06-09,5,2021,6,"Wednesday",0
"2021-06-09T04","PJM","PJM Interconnection, LLC","Demand",101339,"megawatthours",2021-06-09,4,2021,6,"Wednesday",0
"2021-06-09T03","PJM","PJM Interconnection, LLC","Demand",107687,"megawatthours",2021-06-09,3,2021,6,"Wednesday",0
"2021-06-09T02","PJM","PJM Interconnection, LLC","Demand",115138,"megawatthours",2021-06-09,2,2021,6,"Wednesday",0
"2021-06-09T01","PJM","PJM Interconnection, LLC","Demand",119150,"megawatthours",2021-06-09,1,2021,6,"Wednesday",0
"2021-06-09T00","PJM","PJM Interconnection, LLC","Demand",123562,"megawatthours",2021-06-09,0,2021,6,"Wednesday",0
"2021-06-10T23","PJM","PJM Interconnection, LLC","Demand",121156,"megawatthours",2021-06-10,23,2021,6,"Thursday",0
"2021-06-10T22","PJM","PJM Interconnection, LLC","Demand",124549,"megawatthours",2021-06-10,22,2021,6,"Thursday",0
"2021-06-10T21","PJM","PJM Interconnection, LLC","Demand",126077,"megawatthours",2021-06-10,21,2021,6,"Thursday",0
"2021-06-10T20","PJM","PJM Interconnection, LLC","Demand",126262,"megawatthours",2021-06-10,20,2021,6,"Thursday",1
"2021-06-10T19","PJM","PJM Interconnection, LLC","Demand",125309,"megawatthours",2021-06-10,19,2021,6,"Thursday",1
"2021-06-10T18","PJM","PJM Interconnection, LLC","Demand",123096,"megawatthours",2021-06-10,18,2021,6,"Thursday",1
"2021-06-10T17","PJM","PJM Interconnection, LLC","Demand",119844,"megawatthours",2021-06-10,17,2021,6,"Thursday",1
"2021-06-10T16","PJM","PJM Interconnection, LLC","Demand",115578,"megawatthours",2021-06-10,16,2021,6,"Thursday",1
"2021-06-10T15","PJM","PJM Interconnection, LLC","Demand",110319,"megawatthours",2021-06-10,15,2021,6,"Thursday",1
"2021-06-10T14","PJM","PJM Interconnection, LLC","Demand",104912,"megawatthours",2021-06-10,14,2021,6,"Thursday",1
"2021-06-10T13","PJM","PJM Interconnection, LLC","Demand",99205,"megawatthours",2021-06-10,13,2021,6,"Thursday",1
"2021-06-10T12","PJM","PJM Interconnection, LLC","Demand",94672,"megawatthours",2021-06-10,12,2021,6,"Thursday",1
"2021-06-10T11","PJM","PJM Interconnection, LLC","Demand",89600,"megawatthours",2021-06-10,11,2021,6,"Thursday",1
"2021-06-10T10","PJM","PJM Interconnection, LLC","Demand",85438,"megawatthours",2021-06-10,10,2021,6,"Thursday",1
"2021-06-10T09","PJM","PJM Interconnection, LLC","Demand",83088,"megawatthours",2021-06-10,9,2021,6,"Thursday",0
"2021-06-10T08","PJM","PJM Interconnection, LLC","Demand",83257,"megawatthours",2021-06-10,8,2021,6,"Thursday",0
"2021-06-10T07","PJM","PJM Interconnection, LLC","Demand",85377,"megawatthours",2021-06-10,7,2021,6,"Thursday",0
"2021-06-10T06","PJM","PJM Interconnection, LLC","Demand",88715,"megawatthours",2021-06-10,6,2021,6,"Thursday",0
"2021-06-10T05","PJM","PJM Interconnection, LLC","Demand",94030,"megawatthours",2021-06-10,5,2021,6,"Thursday",0
"2021-06-10T04","PJM","PJM Interconnection, LLC","Demand",100475,"megawatthours",2021-06-10,4,2021,6,"Thursday",0
"2021-06-10T03","PJM","PJM Interconnection, LLC","Demand",106907,"megawatthours",2021-06-10,3,2021,6,"Thursday",0
"2021-06-10T02","PJM","PJM Interconnection, LLC","Demand",113009,"megawatthours",2021-06-10,2,2021,6,"Thursday",0
"2021-06-10T01","PJM","PJM Interconnection, LLC","Demand",116911,"megawatthours",2021-06-10,1,2021,6,"Thursday",0
"2021-06-10T00","PJM","PJM Interconnection, LLC","Demand",120816,"megawatthours",2021-06-10,0,2021,6,"Thursday",0
"2021-06-11T23","PJM","PJM Interconnection, LLC","Demand",106963,"megawatthours",2021-06-11,23,2021,6,"Friday",0
"2021-06-11T22","PJM","PJM Interconnection, LLC","Demand",109042,"megawatthours",2021-06-11,22,2021,6,"Friday",0
"2021-06-11T21","PJM","PJM Interconnection, LLC","Demand",109590,"megawatthours",2021-06-11,21,2021,6,"Friday",0
"2021-06-11T20","PJM","PJM Interconnection, LLC","Demand",110364,"megawatthours",2021-06-11,20,2021,6,"Friday",1
"2021-06-11T19","PJM","PJM Interconnection, LLC","Demand",110469,"megawatthours",2021-06-11,19,2021,6,"Friday",1
"2021-06-11T18","PJM","PJM Interconnection, LLC","Demand",109816,"megawatthours",2021-06-11,18,2021,6,"Friday",1
"2021-06-11T17","PJM","PJM Interconnection, LLC","Demand",107656,"megawatthours",2021-06-11,17,2021,6,"Friday",1
"2021-06-11T16","PJM","PJM Interconnection, LLC","Demand",105002,"megawatthours",2021-06-11,16,2021,6,"Friday",1
"2021-06-11T15","PJM","PJM Interconnection, LLC","Demand",101573,"megawatthours",2021-06-11,15,2021,6,"Friday",1
"2021-06-11T14","PJM","PJM Interconnection, LLC","Demand",97732,"megawatthours",2021-06-11,14,2021,6,"Friday",1
"2021-06-11T13","PJM","PJM Interconnection, LLC","Demand",93484,"megawatthours",2021-06-11,13,2021,6,"Friday",1
"2021-06-11T12","PJM","PJM Interconnection, LLC","Demand",89771,"megawatthours",2021-06-11,12,2021,6,"Friday",1
"2021-06-11T11","PJM","PJM Interconnection, LLC","Demand",85567,"megawatthours",2021-06-11,11,2021,6,"Friday",1
